1	0	-29619	13.3
1	1	-1728.2	11.6
2	0	-3401.5	-21.6
2	1	5314.6	-6.4086
2	2	1447	-3.1177
3	0	3349	-2.75
3	1	-7005.5	-10.717
3	2	2424.7	-2.3238
3	3	564.86	-6.7198
4	0	4078.8	-11.813
4	1	4354.1	12.175
4	2	978.28	-31.305
4	3	-842.93	9.4124
4	4	82.307	-1.4051
5	0	-1723.1	-11.025
5	1	3572.5	7.1166
5	2	1708.4	-19.982
5	3	-613.69	-5.6475
5	4	-374.04	0
5	5	-9.0501	-0.14031
6	0	1043.8	5.775
6	1	1289.2	5.6709
6	2	1108.9	10.461
6	3	-1603	18.929
6	4	-32.195	-9.2767
6	5	39.323	-1.1634
6	6	-60.721	0.47019
7	0	2118.2	5.3625
7	1	-2624.8	-3.547
7	2	0	-8.6882
7	3	681.93	22.526
7	4	112.38	8.6443
7	5	42.604	3.0872
7	6	17.679	-0.72655
7	7	-0.77671	0.32363
8	0	1226.7	5.0273
8	1	442.41	13.406
8	2	-515.96	-28.041
8	3	-327.21	8.2839
8	4	-443.82	-10.694
8	5	134.96	2.9661
8	6	48.057	3.4326
8	7	-19.804	-1.7548
8	8	-4.3869	0.25068
9	0	474.8	0
9	1	1197.6	0
9	2	325.95	0
9	3	-697.06	0
9	4	355.17	0
9	5	-299.85	0
9	6	-26.097	0
9	7	70.062	0
9	8	-11.111	0
9	9	-4.9942	0
10	0	-469.11	0
10	1	-1459.7	0
10	2	358.18	0
10	3	-512.37	0
10	4	-58.435	0
10	5	273.49	0
10	6	41.32	0
10	7	40.086	0
10	8	34.367	0
10	9	0.79644	0
10	10	-0.65299	0
11	0	930.01	0
11	1	-792.86	0
11	2	-777.19	0
11	3	491.95	0
11	4	-23.951	0
11	5	15.842	0
11	6	-65.882	0
11	7	34.723	0
11	8	38.692	0
11	9	0.88149	0
11	10	3.2644	0
11	11	2.3199	0
12	0	-1452.4	0
12	1	-269.11	0
12	2	159.03	0
12	3	584.3	0
12	4	-97.383	0
12	5	300.62	0
12	6	-104.15	0
12	7	35.116	0
12	8	-17.558	0
12	9	-10.217	0
12	10	-0.94325	0
12	11	-0.5563	0
12	12	-0.22711	0
13	0	-253.92	0
13	1	-1557.2	0
13	2	464.26	0
13	3	128.31	0
13	4	-393.65	0
13	5	904.64	0
13	6	-180.62	0
13	7	187	0
13	8	-57.116	0
13	9	20.422	0
13	10	-2.8388	0
13	11	4.0147	0
13	12	0	0
13	13	0.055674	0
